"location","seagrassnet_sitecode","transect","quadrat","species","date_sampling","month","day","year","time","percent_cover","prior_yr_mean_daily_mean_temp","prior_yr_min_daily_mean_temp","prior_yr_max_daily_mean_temp","prior_yr_q1_daily_mean_temp","prior_yr_q3_daily_mean_temp","period_avg_mean_daily_mean_temp"
"Salem Sound","MS45.1","A",8,"ZM",2010-07-13,7,13,2010,NA,75,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",9,"ZM",2010-07-13,7,13,2010,NA,75,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",10,"ZM",2010-07-13,7,13,2010,NA,25,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",11,"ZM",2010-07-13,7,13,2010,NA,80,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",12,"ZM",2010-07-13,7,13,2010,NA,60,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",1,"ZM",2011-07-11,7,11,2011,"12:49:00",65,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",2,"ZM",2011-07-11,7,11,2011,"12:49:00",60,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",3,"ZM",2011-07-11,7,11,2011,"12:49:00",70,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",4,"ZM",2011-07-11,7,11,2011,"12:49:00",50,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",5,"ZM",2011-07-11,7,11,2011,"12:49:00",25,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",6,"ZM",2011-07-11,7,11,2011,"12:49:00",1,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",7,"ZM",2011-07-11,7,11,2011,"12:49:00",0,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",8,"ZM",2011-07-11,7,11,2011,"12:49:00",40,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",9,"ZM",2011-07-11,7,11,2011,"12:49:00",40,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",10,"ZM",2011-07-11,7,11,2011,"12:49:00",40,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",11,"ZM",2011-07-11,7,11,2011,"12:49:00",90,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",12,"ZM",2011-07-11,7,11,2011,"12:49:00",75,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",1,"ZM",2012-07-09,7,9,2012,"12:00:00",15,15.8554945054945,9.17,19.45,14.18,17.69,15.6856425619818
"Salem Sound","MS45.1","A",2,"ZM",2012-07-09,7,9,2012,"12:00:00",50,15.8554945054945,9.17,19.45,14.18,17.69,15.6856425619818
"Salem Sound","MS45.1","A",3,"ZM",2012-07-09,7,9,2012,"12:00:00",90,15.8554945054945,9.17,19.45,14.18,17.69,15.6856425619818
"Salem Sound","MS45.1","A",4,"ZM",2012-07-09,7,9,2012,"12:00:00",75,15.8554945054945,9.17,19.45,14.18,17.69,15.6856425619818
"Salem Sound","MS45.1","A",5,"ZM",2012-07-09,7,9,2012,"12:00:00",50,15.8554945054945,9.17,19.45,14.18,17.69,15.6856425619818
"Salem Sound","MS45.1","A",6,"ZM",2012-07-09,7,9,2012,"12:00:00",45,15.8554945054945,9.17,19.45,14.18,17.69,15.6856425619818
"Salem Sound","MS45.1","A",7,"ZM",2012-07-09,7,9,2012,"12:00:00",0,15.8554945054945,9.17,19.45,14.18,17.69,15.6856425619818
"Salem Sound","MS45.1","A",8,"ZM",2012-07-09,7,9,2012,"12:00:00",5,15.8554945054945,9.17,19.45,14.18,17.69,15.6856425619818
"Salem Sound","MS45.1","A",9,"ZM",2012-07-09,7,9,2012,"12:00:00",50,15.8554945054945,9.17,19.45,14.18,17.69,15.6856425619818
"Salem Sound","MS45.1","A",10,"ZM",2012-07-09,7,9,2012,"12:00:00",40,15.8554945054945,9.17,19.45,14.18,17.69,15.6856425619818
"Salem Sound","MS45.1","A",11,"ZM",2012-07-09,7,9,2012,"12:00:00",25,15.8554945054945,9.17,19.45,14.18,17.69,15.6856425619818
"Salem Sound","MS45.1","A",12,"ZM",2012-07-09,7,9,2012,"12:00:00",80,15.8554945054945,9.17,19.45,14.18,17.69,15.6856425619818
"Salem Sound","MS45.1","A",1,"ZM",2013-07-30,7,30,2013,"11:30:00",10,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",2,"ZM",2013-07-30,7,30,2013,"11:30:00",50,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",3,"ZM",2013-07-30,7,30,2013,"11:30:00",75,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",4,"ZM",2013-07-30,7,30,2013,"11:30:00",50,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",5,"ZM",2013-07-30,7,30,2013,"11:30:00",50,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",6,"ZM",2013-07-30,7,30,2013,"11:30:00",25,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",7,"ZM",2013-07-30,7,30,2013,"11:30:00",1,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",8,"ZM",2013-07-30,7,30,2013,"11:30:00",5,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",9,"ZM",2013-07-30,7,30,2013,"11:30:00",5,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",10,"ZM",2013-07-30,7,30,2013,"11:30:00",75,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",11,"ZM",2013-07-30,7,30,2013,"11:30:00",0,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",12,"ZM",2013-07-30,7,30,2013,"11:30:00",40,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",1,"ZM",2014-07-23,7,23,2014,"09:30:00",40,16.1763736263736,10.44,21.28,14.47,18.025,15.6856425619818
"Salem Sound","MS45.1","A",2,"ZM",2014-07-23,7,23,2014,"09:30:00",65,16.1763736263736,10.44,21.28,14.47,18.025,15.6856425619818
"Salem Sound","MS45.1","A",3,"ZM",2014-07-23,7,23,2014,"09:30:00",60,16.1763736263736,10.44,21.28,14.47,18.025,15.6856425619818
"Salem Sound","MS45.1","A",4,"ZM",2014-07-23,7,23,2014,"09:30:00",70,16.1763736263736,10.44,21.28,14.47,18.025,15.6856425619818
"Salem Sound","MS45.1","A",5,"ZM",2014-07-23,7,23,2014,"09:30:00",65,16.1763736263736,10.44,21.28,14.47,18.025,15.6856425619818
"Salem Sound","MS45.1","A",6,"ZM",2014-07-23,7,23,2014,"09:30:00",50,16.1763736263736,10.44,21.28,14.47,18.025,15.6856425619818
"Salem Sound","MS45.1","A",7,"ZM",2014-07-23,7,23,2014,"09:30:00",25,16.1763736263736,10.44,21.28,14.47,18.025,15.6856425619818
"Salem Sound","MS45.1","A",8,"ZM",2014-07-23,7,23,2014,"09:30:00",35,16.1763736263736,10.44,21.28,14.47,18.025,15.6856425619818
"Salem Sound","MS45.1","A",9,"ZM",2014-07-23,7,23,2014,"09:30:00",20,16.1763736263736,10.44,21.28,14.47,18.025,15.6856425619818
"Salem Sound","MS45.1","A",10,"ZM",2014-07-23,7,23,2014,"09:30:00",35,16.1763736263736,10.44,21.28,14.47,18.025,15.6856425619818
"Salem Sound","MS45.1","A",11,"ZM",2014-07-23,7,23,2014,"09:30:00",45,16.1763736263736,10.44,21.28,14.47,18.025,15.6856425619818
"Salem Sound","MS45.1","A",12,"ZM",2014-07-23,7,23,2014,"09:30:00",65,16.1763736263736,10.44,21.28,14.47,18.025,15.6856425619818
"Salem Sound","MS45.1","A",1,"ZM",2015-07-21,7,21,2015,NA,75,15.1698901098901,10.45,20.81,13.485,16.44,15.6856425619818
"Salem Sound","MS45.1","A",2,"ZM",2015-07-21,7,21,2015,NA,65,15.1698901098901,10.45,20.81,13.485,16.44,15.6856425619818
"Salem Sound","MS45.1","A",3,"ZM",2015-07-21,7,21,2015,NA,40,15.1698901098901,10.45,20.81,13.485,16.44,15.6856425619818
"Salem Sound","MS45.1","A",4,"ZM",2015-07-21,7,21,2015,NA,50,15.1698901098901,10.45,20.81,13.485,16.44,15.6856425619818
"Salem Sound","MS45.1","A",5,"ZM",2015-07-21,7,21,2015,NA,55,15.1698901098901,10.45,20.81,13.485,16.44,15.6856425619818
"Salem Sound","MS45.1","A",6,"ZM",2015-07-21,7,21,2015,NA,10,15.1698901098901,10.45,20.81,13.485,16.44,15.6856425619818
"Salem Sound","MS45.1","A",7,"ZM",2015-07-21,7,21,2015,NA,35,15.1698901098901,10.45,20.81,13.485,16.44,15.6856425619818
"Salem Sound","MS45.1","A",8,"ZM",2015-07-21,7,21,2015,NA,80,15.1698901098901,10.45,20.81,13.485,16.44,15.6856425619818
"Salem Sound","MS45.1","A",9,"ZM",2015-07-21,7,21,2015,NA,70,15.1698901098901,10.45,20.81,13.485,16.44,15.6856425619818
"Salem Sound","MS45.1","A",10,"ZM",2015-07-21,7,21,2015,NA,60,15.1698901098901,10.45,20.81,13.485,16.44,15.6856425619818
"Salem Sound","MS45.1","A",11,"ZM",2015-07-21,7,21,2015,NA,30,15.1698901098901,10.45,20.81,13.485,16.44,15.6856425619818
"Salem Sound","MS45.1","A",12,"ZM",2015-07-21,7,21,2015,NA,60,15.1698901098901,10.45,20.81,13.485,16.44,15.6856425619818
"Salem Sound","MS45.1","A",1,"ZM",2016-07-12,7,12,2016,"12:00:00",50,16.1468131868132,8.31,20.41,14.32,18.825,15.6856425619818
"Salem Sound","MS45.1","A",2,"ZM",2016-07-12,7,12,2016,"12:00:00",75,16.1468131868132,8.31,20.41,14.32,18.825,15.6856425619818
"Salem Sound","MS45.1","A",3,"ZM",2016-07-12,7,12,2016,"12:00:00",75,16.1468131868132,8.31,20.41,14.32,18.825,15.6856425619818
"Salem Sound","MS45.1","A",4,"ZM",2016-07-12,7,12,2016,"12:00:00",50,16.1468131868132,8.31,20.41,14.32,18.825,15.6856425619818
"Salem Sound","MS45.1","A",5,"ZM",2016-07-12,7,12,2016,"12:00:00",75,16.1468131868132,8.31,20.41,14.32,18.825,15.6856425619818
"Salem Sound","MS45.1","A",6,"ZM",2016-07-12,7,12,2016,"12:00:00",40,16.1468131868132,8.31,20.41,14.32,18.825,15.6856425619818
"Salem Sound","MS45.1","A",7,"ZM",2016-07-12,7,12,2016,"12:00:00",40,16.1468131868132,8.31,20.41,14.32,18.825,15.6856425619818
"Salem Sound","MS45.1","A",8,"ZM",2016-07-12,7,12,2016,"12:00:00",35,16.1468131868132,8.31,20.41,14.32,18.825,15.6856425619818
"Salem Sound","MS45.1","A",9,"ZM",2016-07-12,7,12,2016,"12:00:00",85,16.1468131868132,8.31,20.41,14.32,18.825,15.6856425619818
"Salem Sound","MS45.1","A",10,"ZM",2016-07-12,7,12,2016,"12:00:00",75,16.1468131868132,8.31,20.41,14.32,18.825,15.6856425619818
"Salem Sound","MS45.1","A",11,"ZM",2016-07-12,7,12,2016,"12:00:00",80,16.1468131868132,8.31,20.41,14.32,18.825,15.6856425619818
"Salem Sound","MS45.1","A",12,"ZM",2016-07-12,7,12,2016,"12:00:00",90,16.1468131868132,8.31,20.41,14.32,18.825,15.6856425619818
"Salem Sound","MS45.1","A",1,"ZM",2017-07-26,7,26,2017,NA,70,16.086,9.81,21.94,13.7475,18.11,15.6856425619818
"Salem Sound","MS45.1","A",2,"ZM",2017-07-26,7,26,2017,NA,70,16.086,9.81,21.94,13.7475,18.11,15.6856425619818
"Salem Sound","MS45.1","A",3,"ZM",2017-07-26,7,26,2017,NA,75,16.086,9.81,21.94,13.7475,18.11,15.6856425619818
"Salem Sound","MS45.1","A",4,"ZM",2017-07-26,7,26,2017,NA,70,16.086,9.81,21.94,13.7475,18.11,15.6856425619818
"Salem Sound","MS45.1","A",5,"ZM",2017-07-26,7,26,2017,NA,60,16.086,9.81,21.94,13.7475,18.11,15.6856425619818
"Salem Sound","MS45.1","A",6,"ZM",2017-07-26,7,26,2017,NA,60,16.086,9.81,21.94,13.7475,18.11,15.6856425619818
"Salem Sound","MS45.1","A",7,"ZM",2017-07-26,7,26,2017,NA,55,16.086,9.81,21.94,13.7475,18.11,15.6856425619818
"Salem Sound","MS45.1","A",8,"ZM",2017-07-26,7,26,2017,NA,60,16.086,9.81,21.94,13.7475,18.11,15.6856425619818
"Salem Sound","MS45.1","A",9,"ZM",2017-07-26,7,26,2017,NA,85,16.086,9.81,21.94,13.7475,18.11,15.6856425619818
"Salem Sound","MS45.1","A",10,"ZM",2017-07-26,7,26,2017,NA,60,16.086,9.81,21.94,13.7475,18.11,15.6856425619818
"Salem Sound","MS45.1","A",11,"ZM",2017-07-26,7,26,2017,NA,70,16.086,9.81,21.94,13.7475,18.11,15.6856425619818
"Salem Sound","MS45.1","A",12,"ZM",2017-07-26,7,26,2017,NA,75,16.086,9.81,21.94,13.7475,18.11,15.6856425619818
"Salem Sound","MS45.1","A",1,"ZM",2018-07-24,7,24,2018,NA,45,14.5525,8.73,20.17,12.435,16.85,15.6856425619818
"Salem Sound","MS45.1","A",2,"ZM",2018-07-24,7,24,2018,NA,65,14.5525,8.73,20.17,12.435,16.85,15.6856425619818
"Salem Sound","MS45.1","A",3,"ZM",2018-07-24,7,24,2018,NA,50,14.5525,8.73,20.17,12.435,16.85,15.6856425619818
"Salem Sound","MS45.1","A",4,"ZM",2018-07-24,7,24,2018,NA,40,14.5525,8.73,20.17,12.435,16.85,15.6856425619818
"Salem Sound","MS45.1","A",5,"ZM",2018-07-24,7,24,2018,NA,35,14.5525,8.73,20.17,12.435,16.85,15.6856425619818
"Salem Sound","MS45.1","A",6,"ZM",2018-07-24,7,24,2018,NA,20,14.5525,8.73,20.17,12.435,16.85,15.6856425619818
"Salem Sound","MS45.1","A",7,"ZM",2018-07-24,7,24,2018,NA,20,14.5525,8.73,20.17,12.435,16.85,15.6856425619818
"Salem Sound","MS45.1","A",8,"ZM",2018-07-24,7,24,2018,NA,20,14.5525,8.73,20.17,12.435,16.85,15.6856425619818
"Salem Sound","MS45.1","A",9,"ZM",2018-07-24,7,24,2018,NA,55,14.5525,8.73,20.17,12.435,16.85,15.6856425619818
"Salem Sound","MS45.1","A",10,"ZM",2018-07-24,7,24,2018,NA,35,14.5525,8.73,20.17,12.435,16.85,15.6856425619818
"Salem Sound","MS45.1","A",11,"ZM",2018-07-24,7,24,2018,NA,70,14.5525,8.73,20.17,12.435,16.85,15.6856425619818
"Salem Sound","MS45.1","A",12,"ZM",2018-07-24,7,24,2018,NA,70,14.5525,8.73,20.17,12.435,16.85,15.6856425619818
"Salem Sound","MS45.1","A",1,"ZM",2019-08-06,8,6,2019,NA,95,16.511847826087,8.45,21.78,14.8525,18.1875,15.6856425619818
"Salem Sound","MS45.1","A",2,"ZM",2019-08-06,8,6,2019,NA,95,16.511847826087,8.45,21.78,14.8525,18.1875,15.6856425619818
"Salem Sound","MS45.1","A",3,"ZM",2019-08-06,8,6,2019,NA,95,16.511847826087,8.45,21.78,14.8525,18.1875,15.6856425619818
"Salem Sound","MS45.1","A",4,"ZM",2019-08-06,8,6,2019,NA,90,16.511847826087,8.45,21.78,14.8525,18.1875,15.6856425619818
"Salem Sound","MS45.1","A",5,"ZM",2019-08-06,8,6,2019,NA,90,16.511847826087,8.45,21.78,14.8525,18.1875,15.6856425619818
"Salem Sound","MS45.1","A",6,"ZM",2019-08-06,8,6,2019,NA,95,16.511847826087,8.45,21.78,14.8525,18.1875,15.6856425619818
"Salem Sound","MS45.1","A",7,"ZM",2019-08-06,8,6,2019,NA,90,16.511847826087,8.45,21.78,14.8525,18.1875,15.6856425619818
"Salem Sound","MS45.1","A",8,"ZM",2019-08-06,8,6,2019,NA,80,16.511847826087,8.45,21.78,14.8525,18.1875,15.6856425619818
"Salem Sound","MS45.1","A",9,"ZM",2019-08-06,8,6,2019,NA,90,16.511847826087,8.45,21.78,14.8525,18.1875,15.6856425619818
"Salem Sound","MS45.1","A",10,"ZM",2019-08-06,8,6,2019,NA,95,16.511847826087,8.45,21.78,14.8525,18.1875,15.6856425619818
"Salem Sound","MS45.1","A",11,"ZM",2019-08-06,8,6,2019,NA,95,16.511847826087,8.45,21.78,14.8525,18.1875,15.6856425619818
"Salem Sound","MS45.1","A",12,"ZM",2019-08-06,8,6,2019,NA,95,16.511847826087,8.45,21.78,14.8525,18.1875,15.6856425619818
"Salem Sound","MS45.1","A",1,"ZM",2020-07-29,7,29,2020,NA,80,14.9862212411957,8.03,20.66,12.7225,17.055,15.6856425619818
"Salem Sound","MS45.1","A",2,"ZM",2020-07-29,7,29,2020,NA,80,14.9862212411957,8.03,20.66,12.7225,17.055,15.6856425619818
"Salem Sound","MS45.1","A",3,"ZM",2020-07-29,7,29,2020,NA,75,14.9862212411957,8.03,20.66,12.7225,17.055,15.6856425619818
"Salem Sound","MS45.1","A",4,"ZM",2020-07-29,7,29,2020,NA,75,14.9862212411957,8.03,20.66,12.7225,17.055,15.6856425619818
"Salem Sound","MS45.1","A",5,"ZM",2020-07-29,7,29,2020,NA,75,14.9862212411957,8.03,20.66,12.7225,17.055,15.6856425619818
"Salem Sound","MS45.1","A",6,"ZM",2020-07-29,7,29,2020,NA,85,14.9862212411957,8.03,20.66,12.7225,17.055,15.6856425619818
"Salem Sound","MS45.1","A",7,"ZM",2020-07-29,7,29,2020,NA,85,14.9862212411957,8.03,20.66,12.7225,17.055,15.6856425619818
"Salem Sound","MS45.1","A",8,"ZM",2020-07-29,7,29,2020,NA,75,14.9862212411957,8.03,20.66,12.7225,17.055,15.6856425619818
"Salem Sound","MS45.1","A",9,"ZM",2020-07-29,7,29,2020,NA,75,14.9862212411957,8.03,20.66,12.7225,17.055,15.6856425619818
"Salem Sound","MS45.1","A",10,"ZM",2020-07-29,7,29,2020,NA,60,14.9862212411957,8.03,20.66,12.7225,17.055,15.6856425619818
"Salem Sound","MS45.1","A",11,"ZM",2020-07-29,7,29,2020,NA,75,14.9862212411957,8.03,20.66,12.7225,17.055,15.6856425619818
"Salem Sound","MS45.1","A",12,"ZM",2020-07-29,7,29,2020,NA,60,14.9862212411957,8.03,20.66,12.7225,17.055,15.6856425619818
"Salem Sound","MS45.1","A",1,"ZM",2021-07-20,7,20,2021,NA,75,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",2,"ZM",2021-07-20,7,20,2021,NA,80,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",3,"ZM",2021-07-20,7,20,2021,NA,80,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",4,"ZM",2021-07-20,7,20,2021,NA,80,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",5,"ZM",2021-07-20,7,20,2021,NA,80,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",6,"ZM",2021-07-20,7,20,2021,NA,75,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",7,"ZM",2021-07-20,7,20,2021,NA,90,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",8,"ZM",2021-07-20,7,20,2021,NA,95,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",9,"ZM",2021-07-20,7,20,2021,NA,70,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",10,"ZM",2021-07-20,7,20,2021,NA,75,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",11,"ZM",2021-07-20,7,20,2021,NA,70,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",12,"ZM",2021-07-20,7,20,2021,NA,65,NA,NA,NA,NA,NA,15.6856425619818
"T-Dock","RN31.2","A",1,"ZM",2005-07-28,7,28,2005,NA,100,NA,NA,NA,NA,NA,20.7942880467944
"T-Dock","RN31.2","A",2,"ZM",2005-07-28,7,28,2005,NA,100,NA,NA,NA,NA,NA,20.7942880467944
"T-Dock","RN31.2","A",3,"ZM",2005-07-28,7,28,2005,NA,50,NA,NA,NA,NA,NA,20.7942880467944
"T-Dock","RN31.2","A",4,"ZM",2005-07-28,7,28,2005,NA,100,NA,NA,NA,NA,NA,20.7942880467944
"T-Dock","RN31.2","A",5,"ZM",2005-07-28,7,28,2005,NA,100,NA,NA,NA,NA,NA,20.7942880467944
"T-Dock","RN31.2","A",6,"ZM",2005-07-28,7,28,2005,NA,100,NA,NA,NA,NA,NA,20.7942880467944
"T-Dock","RN31.2","A",7,"ZM",2005-07-28,7,28,2005,NA,100,NA,NA,NA,NA,NA,20.7942880467944
"T-Dock","RN31.2","A",8,"ZM",2005-07-28,7,28,2005,NA,100,NA,NA,NA,NA,NA,20.7942880467944
"T-Dock","RN31.2","A",9,"ZM",2005-07-28,7,28,2005,NA,100,NA,NA,NA,NA,NA,20.7942880467944
"T-Dock","RN31.2","A",10,"ZM",2005-07-28,7,28,2005,NA,100,NA,NA,NA,NA,NA,20.7942880467944
"T-Dock","RN31.2","A",11,"ZM",2005-07-28,7,28,2005,NA,100,NA,NA,NA,NA,NA,20.7942880467944
"T-Dock","RN31.2","A",12,"ZM",2005-07-28,7,28,2005,NA,100,NA,NA,NA,NA,NA,20.7942880467944
"T-Dock","RN31.2","A",1,"ZM",2006-07-18,7,18,2006,NA,100,20.5144871794872,13.89,24.21,18.5025,22.39,20.7942880467944
"T-Dock","RN31.2","A",2,"ZM",2006-07-18,7,18,2006,NA,100,20.5144871794872,13.89,24.21,18.5025,22.39,20.7942880467944
"T-Dock","RN31.2","A",3,"ZM",2006-07-18,7,18,2006,NA,25,20.5144871794872,13.89,24.21,18.5025,22.39,20.7942880467944
"T-Dock","RN31.2","A",4,"ZM",2006-07-18,7,18,2006,NA,100,20.5144871794872,13.89,24.21,18.5025,22.39,20.7942880467944
"T-Dock","RN31.2","A",5,"ZM",2006-07-18,7,18,2006,NA,100,20.5144871794872,13.89,24.21,18.5025,22.39,20.7942880467944
"T-Dock","RN31.2","A",6,"ZM",2006-07-18,7,18,2006,NA,100,20.5144871794872,13.89,24.21,18.5025,22.39,20.7942880467944
"T-Dock","RN31.2","A",7,"ZM",2006-07-18,7,18,2006,NA,100,20.5144871794872,13.89,24.21,18.5025,22.39,20.7942880467944
"T-Dock","RN31.2","A",8,"ZM",2006-07-18,7,18,2006,NA,100,20.5144871794872,13.89,24.21,18.5025,22.39,20.7942880467944
"T-Dock","RN31.2","A",9,"ZM",2006-07-18,7,18,2006,NA,100,20.5144871794872,13.89,24.21,18.5025,22.39,20.7942880467944
"T-Dock","RN31.2","A",10,"ZM",2006-07-18,7,18,2006,NA,95,20.5144871794872,13.89,24.21,18.5025,22.39,20.7942880467944
"T-Dock","RN31.2","A",11,"ZM",2006-07-18,7,18,2006,NA,95,20.5144871794872,13.89,24.21,18.5025,22.39,20.7942880467944
"T-Dock","RN31.2","A",12,"ZM",2006-07-18,7,18,2006,NA,85,20.5144871794872,13.89,24.21,18.5025,22.39,20.7942880467944
"T-Dock","RN31.2","A",1,"ZM",2007-07-12,7,12,2007,NA,70,20.7382608695652,14.34,26.49,19.265,22.425,20.7942880467944
"T-Dock","RN31.2","A",2,"ZM",2007-07-12,7,12,2007,NA,40,20.7382608695652,14.34,26.49,19.265,22.425,20.7942880467944
"T-Dock","RN31.2","A",3,"ZM",2007-07-12,7,12,2007,NA,50,20.7382608695652,14.34,26.49,19.265,22.425,20.7942880467944
"T-Dock","RN31.2","A",4,"ZM",2007-07-12,7,12,2007,NA,65,20.7382608695652,14.34,26.49,19.265,22.425,20.7942880467944
"T-Dock","RN31.2","A",5,"ZM",2007-07-12,7,12,2007,NA,75,20.7382608695652,14.34,26.49,19.265,22.425,20.7942880467944
"T-Dock","RN31.2","A",6,"ZM",2007-07-12,7,12,2007,NA,95,20.7382608695652,14.34,26.49,19.265,22.425,20.7942880467944
"T-Dock","RN31.2","A",7,"ZM",2007-07-12,7,12,2007,NA,90,20.7382608695652,14.34,26.49,19.265,22.425,20.7942880467944
"T-Dock","RN31.2","A",8,"ZM",2007-07-12,7,12,2007,NA,50,20.7382608695652,14.34,26.49,19.265,22.425,20.7942880467944
"T-Dock","RN31.2","A",9,"ZM",2007-07-12,7,12,2007,NA,45,20.7382608695652,14.34,26.49,19.265,22.425,20.7942880467944
"T-Dock","RN31.2","A",10,"ZM",2007-07-12,7,12,2007,NA,50,20.7382608695652,14.34,26.49,19.265,22.425,20.7942880467944
"T-Dock","RN31.2","A",11,"ZM",2007-07-12,7,12,2007,NA,80,20.7382608695652,14.34,26.49,19.265,22.425,20.7942880467944
"T-Dock","RN31.2","A",12,"ZM",2007-07-12,7,12,2007,NA,75,20.7382608695652,14.34,26.49,19.265,22.425,20.7942880467944
"T-Dock","RN31.2","A",1,"ZM",2008-07-17,7,17,2008,NA,70,20.3583695652174,15.84,23.85,18.7525,22.0875,20.7942880467944
"T-Dock","RN31.2","A",2,"ZM",2008-07-17,7,17,2008,NA,80,20.3583695652174,15.84,23.85,18.7525,22.0875,20.7942880467944
"T-Dock","RN31.2","A",3,"ZM",2008-07-17,7,17,2008,NA,80,20.3583695652174,15.84,23.85,18.7525,22.0875,20.7942880467944
"T-Dock","RN31.2","A",4,"ZM",2008-07-17,7,17,2008,NA,5,20.3583695652174,15.84,23.85,18.7525,22.0875,20.7942880467944
"T-Dock","RN31.2","A",5,"ZM",2008-07-17,7,17,2008,NA,40,20.3583695652174,15.84,23.85,18.7525,22.0875,20.7942880467944
"T-Dock","RN31.2","A",6,"ZM",2008-07-17,7,17,2008,NA,75,20.3583695652174,15.84,23.85,18.7525,22.0875,20.7942880467944
"T-Dock","RN31.2","A",7,"ZM",2008-07-17,7,17,2008,NA,80,20.3583695652174,15.84,23.85,18.7525,22.0875,20.7942880467944
"T-Dock","RN31.2","A",8,"ZM",2008-07-17,7,17,2008,NA,80,20.3583695652174,15.84,23.85,18.7525,22.0875,20.7942880467944
"T-Dock","RN31.2","A",9,"ZM",2008-07-17,7,17,2008,NA,50,20.3583695652174,15.84,23.85,18.7525,22.0875,20.7942880467944
"T-Dock","RN31.2","A",10,"ZM",2008-07-17,7,17,2008,NA,90,20.3583695652174,15.84,23.85,18.7525,22.0875,20.7942880467944
"T-Dock","RN31.2","A",11,"ZM",2008-07-17,7,17,2008,NA,75,20.3583695652174,15.84,23.85,18.7525,22.0875,20.7942880467944
"T-Dock","RN31.2","A",12,"ZM",2008-07-17,7,17,2008,NA,80,20.3583695652174,15.84,23.85,18.7525,22.0875,20.7942880467944
"T-Dock","RN31.2","A",1,"ZM",2009-07-07,7,7,2009,NA,50,20.8711956521739,14.52,24.26,19.8125,22.4475,20.7942880467944
"T-Dock","RN31.2","A",2,"ZM",2009-07-07,7,7,2009,NA,60,20.8711956521739,14.52,24.26,19.8125,22.4475,20.7942880467944
"T-Dock","RN31.2","A",3,"ZM",2009-07-07,7,7,2009,NA,20,20.8711956521739,14.52,24.26,19.8125,22.4475,20.7942880467944
"T-Dock","RN31.2","A",4,"ZM",2009-07-07,7,7,2009,NA,60,20.8711956521739,14.52,24.26,19.8125,22.4475,20.7942880467944
"T-Dock","RN31.2","A",5,"ZM",2009-07-07,7,7,2009,NA,75,20.8711956521739,14.52,24.26,19.8125,22.4475,20.7942880467944
"T-Dock","RN31.2","A",6,"ZM",2009-07-07,7,7,2009,NA,95,20.8711956521739,14.52,24.26,19.8125,22.4475,20.7942880467944
